codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_plc,desviacion,comparacion_dlc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
211850000051,BOGOTÁ D.C.,COLEGIO GRAN YOMASA (IED),53,Similar,11,Similar,7%,33%,47%,13%,39%,48%,53%,Lectura Crítica
11100110213,BOGOTÁ D.C.,COLEGIO COMPARTIR RECUERDO (IED),49,Mayor,7,Similar,5%,54%,41%,0%,46%,56%,57%,Lectura Crítica
311102000132,BOGOTÁ D.C.,COL INMACULADO CORAZON DE MARIA,63,Similar,7,Similar,0%,4%,56%,40%,25%,29%,32%,Lectura Crítica
111848002662,BOGOTÁ D.C.,COLEGIO USAQUEN (IED),55,Similar,8,Similar,1%,25%,66%,9%,36%,45%,47%,Lectura Crítica
311001098603,BOGOTÁ D.C.,GIMN PSICOPEDAG MARIA ISABEL,65,Menor,7,Similar,0%,0%,61%,39%,17%,30%,30%,Lectura Crítica
311001043159,BOGOTÁ D.C.,COLEGIO EMMANUEL,57,Similar,7,Similar,0%,19%,75%,6%,35%,38%,44%,Lectura Crítica
11100101074,BOGOTÁ D.C.,COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED),57,Similar,9,Similar,2%,19%,62%,17%,32%,42%,44%,Lectura Crítica
111001094889,BOGOTÁ D.C.,COLEGIO LA TOSCANA - LISBOA (IED),54,Similar,8,Similar,2%,35%,56%,8%,37%,49%,51%,Lectura Crítica
111001086614,BOGOTÁ D.C.,COLEGIO CHUNIZA (IED),54,Similar,8,Similar,0%,31%,63%,6%,34%,49%,49%,Lectura Crítica
111848002689,BOGOTÁ D.C.,COLEGIO DIVINO MAESTRO (IED),52,Similar,8,Similar,3%,43%,47%,8%,39%,49%,53%,Lectura Crítica
111001106968,BOGOTÁ D.C.,COLEGIO JOSÉ FRANCISCO SOCARRÁS (IED),54,Similar,9,Similar,2%,35%,50%,13%,36%,48%,50%,Lectura Crítica
111102000621,BOGOTÁ D.C.,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),56,Similar,9,Similar,0%,23%,65%,13%,34%,46%,43%,Lectura Crítica
311001000875,BOGOTÁ D.C.,COLEGIO DEL BOSQUE BILINGÜE,63,Similar,5,Mayor,0%,0%,67%,33%,19%,33%,35%,Lectura Crítica
311848002874,BOGOTÁ D.C.,COLEGIO CANAPRO                                                                                ,63,Similar,8,Similar,0%,6%,53%,40%,20%,33%,32%,Lectura Crítica
311001032149,BOGOTÁ D.C.,GIMNASIO LOS PIRINEOS,57,Similar,10,Similar,0%,27%,45%,27%,27%,50%,45%,Lectura Crítica
211850000876,BOGOTÁ D.C.,COLEGIO EL DESTINO (IED),53,Similar,10,Similar,3%,41%,48%,7%,41%,48%,52%,Lectura Crítica
311001033579,BOGOTÁ D.C.,INSTITUTO TENERIFE,57,Similar,9,Similar,0%,30%,50%,20%,31%,44%,45%,Lectura Crítica
311001042934,BOGOTÁ D.C.,COLEGIO ANTARES,60,Similar,7,Similar,0%,10%,72%,17%,28%,37%,41%,Lectura Crítica
311769000815,BOGOTÁ D.C.,LICEO SAN RAFAEL,58,Similar,8,Similar,0%,17%,69%,14%,28%,44%,43%,Lectura Crítica
111279001296,BOGOTÁ D.C.,COLEGIO ATAHUALPA (IED),55,Similar,8,Similar,0%,26%,66%,7%,35%,45%,49%,Lectura Crítica
111001102199,BOGOTÁ D.C.,COLEGIO PABLO NERUDA  (IED),55,Similar,9,Similar,0%,27%,60%,13%,36%,44%,47%,Lectura Crítica
111001102113,BOGOTÁ D.C.,COLEGIO EL TESORO DE LA CUMBRE (IED),47,Mayor,8,Similar,11%,55%,35%,0%,50%,59%,62%,Lectura Crítica
311001000972,BOGOTÁ D.C.,COLEGIO COMUNITARIO NOCTURNO DE BACHILLERATO LA LIBERTAD,48,Mayor,11,Similar,5%,56%,35%,5%,48%,58%,55%,Lectura Crítica
211850001317,BOGOTÁ D.C.,COLEGIO RURAL JOSÉ CELESTINO MUTIS (IED),51,Similar,8,Similar,3%,44%,52%,2%,44%,52%,53%,Lectura Crítica
311001039984,BOGOTÁ D.C.,INSTITUTO CULTURAL CIUDAD KENNEDY,59,Similar,9,Similar,0%,22%,52%,26%,29%,39%,42%,Lectura Crítica
311001106428,BOGOTÁ D.C.,LIC AMERICANO MI GRAN CASA AZUL,66,Menor,7,Similar,0%,3%,43%,53%,17%,26%,28%,Lectura Crítica
311001109516,BOGOTÁ D.C.,COLEGIO SAN ANGEL SALITRE,61,Similar,8,Similar,0%,21%,46%,33%,27%,37%,38%,Lectura Crítica
311001052018,BOGOTÁ D.C.,COL EL MINUTO DE DIOS SIGLO XXI,70,Menor,10,Similar,0%,0%,40%,60%,19%,19%,25%,Lectura Crítica
311001109753,BOGOTÁ D.C.,COLEGIO TALENTOS,52,Similar,8,Similar,3%,45%,45%,8%,39%,52%,54%,Lectura Crítica
311001108862,BOGOTÁ D.C.,COLEGIO SAN ANGEL,60,Similar,11,Similar,6%,13%,44%,38%,27%,37%,37%,Lectura Crítica
31100110901,BOGOTÁ D.C.,INSTITUTO COMERCIAL LORETO,61,Similar,8,Similar,0%,17%,48%,35%,26%,34%,36%,Lectura Crítica
311001109702,BOGOTÁ D.C.,FUNDACIÓN SANTO TOMAS DE AQUINO - FUSANTEC,45,Mayor,7,Similar,0%,100%,0%,0%,39%,73%,69%,Lectura Crítica
311001108137,BOGOTÁ D.C.,COLEGIO FUNDACIÓN NUEVA GRANADA,55,Similar,9,Similar,0%,24%,71%,5%,36%,47%,44%,Lectura Crítica
311001096309,BOGOTÁ D.C.,LICEO MARIA NELL,63,Similar,5,Mayor,0%,0%,73%,27%,24%,30%,33%,Lectura Crítica
311001104832,BOGOTÁ D.C.,COLEGIO FRANCISCO I,61,Similar,8,Similar,2%,9%,55%,34%,25%,35%,39%,Lectura Crítica
311001090718,BOGOTÁ D.C.,INST LABERINTO DE LA CULTURA,55,Similar,7,Similar,0%,25%,58%,17%,31%,50%,43%,Lectura Crítica
311001109761,BOGOTÁ D.C.,FUNDACIÓN HUMANISTA ERASMO DE ROTTERDAM,49,Mayor,8,Similar,5%,46%,46%,2%,47%,58%,57%,Lectura Crítica
311001109826,BOGOTÁ D.C.,INSTITUTO TOMAS MORO,48,Mayor,9,Similar,5%,46%,46%,2%,50%,55%,61%,Lectura Crítica
311001109974,BOGOTÁ D.C.,COLEGIO FORMARTE,49,Mayor,0,Mayor,0%,100%,0%,0%,56%,57%,55%,Lectura Crítica
311001097658,BOGOTÁ D.C.,LIC  MANUEL ELKIN PATARROYO,59,Similar,8,Similar,0%,15%,68%,18%,26%,39%,41%,Lectura Crítica
111001102172,BOGOTÁ D.C.,COLEGIO JULIO GARAVITO ARMERO (IED),56,Similar,10,Similar,3%,21%,62%,15%,33%,43%,45%,Lectura Crítica
31100108971,BOGOTÁ D.C.,COLEGIO SOLES DEL SABER,55,Similar,7,Similar,0%,32%,68%,0%,39%,44%,45%,Lectura Crítica
111001102075,BOGOTÁ D.C.,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),57,Similar,8,Similar,0%,25%,63%,13%,32%,46%,42%,Lectura Crítica
31100108016,BOGOTÁ D.C.,GIMN LA KHUMBRE,61,Similar,6,Mayor,0%,0%,80%,20%,28%,42%,29%,Lectura Crítica
311001105341,BOGOTÁ D.C.,COLEGIO REAL DE BOGOTA,57,Similar,6,Mayor,0%,13%,80%,7%,28%,44%,49%,Lectura Crítica
311001092478,BOGOTÁ D.C.,GIMNASIO OBREGON                                                                                 ,65,Menor,7,Similar,0%,0%,55%,45%,18%,27%,30%,Lectura Crítica
311001098026,BOGOTÁ D.C.,GIMNASIO BOSQUES DEL NOGAL,61,Similar,7,Similar,0%,11%,63%,26%,29%,33%,38%,Lectura Crítica
311001109851,BOGOTÁ D.C.,COLEGIO RENE DESCARTES,44,Mayor,15,Menor,50%,0%,50%,0%,53%,64%,58%,Lectura Crítica
311001110158,BOGOTÁ D.C.,COLEGIO NUEVO MILENIO,53,Similar,10,Similar,0%,40%,50%,10%,47%,47%,51%,Lectura Crítica
311001002568,BOGOTÁ D.C.,COL NSTRA SRA DE LAS LAJAS,57,Similar,9,Similar,0%,26%,57%,17%,29%,44%,41%,Lectura Crítica
411001108271,BOGOTÁ D.C.,COL MARIA AUXILIADORA NORTE,64,Similar,7,Similar,0%,6%,44%,50%,23%,30%,31%,Lectura Crítica
311001046409,BOGOTÁ D.C.,LICEO MODERNO LEON BAEZ,56,Similar,8,Similar,0%,23%,67%,10%,35%,43%,43%,Lectura Crítica
311001109958,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS,52,Similar,4,Mayor,0%,50%,50%,0%,44%,63%,45%,Lectura Crítica
31100110994,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS,58,Similar,0,Mayor,0%,0%,100%,0%,22%,43%,64%,Lectura Crítica
311001091081,BOGOTÁ D.C.,GIMNASIO INTEGRAL GUATIQUIA,57,Similar,7,Similar,0%,22%,67%,11%,32%,45%,45%,Lectura Crítica
311001110034,BOGOTÁ D.C.,COLEGIO UNILATINA,54,Similar,10,Similar,4%,30%,52%,13%,37%,48%,49%,Lectura Crítica
311001047952,BOGOTÁ D.C.,COLEGIO INTEGRADO EDUARDO CABALLERO CALDERON,55,Similar,7,Similar,0%,26%,67%,7%,35%,47%,51%,Lectura Crítica
311001099723,BOGOTÁ D.C.,GIMNASIO NUEVO REINO,66,Menor,6,Mayor,0%,5%,42%,53%,20%,26%,29%,Lectura Crítica
311001101531,BOGOTÁ D.C.,LICEO CAMPESTRE DE HARVARD,58,Similar,10,Similar,0%,23%,54%,23%,32%,41%,40%,Lectura Crítica
311001106622,BOGOTÁ D.C.,CENT DE EDUC ROBERT HOOKE,46,Mayor,17,Menor,8%,46%,38%,8%,47%,58%,56%,Lectura Crítica
311001110557,BOGOTÁ D.C.,COLEGIO MARIO LUIS RODRIGUEZ COBOS,51,Similar,10,Similar,7%,40%,40%,13%,43%,50%,56%,Lectura Crítica
311001110549,BOGOTÁ D.C.,CENTRO EDUCATIVO SAN PABLO CESP,45,Mayor,6,Mayor,0%,67%,33%,0%,59%,60%,63%,Lectura Crítica
111001110477,BOGOTÁ D.C.,COLEGIO NELSON MANDELA (IED),56,Similar,9,Similar,1%,24%,58%,16%,35%,42%,45%,Lectura Crítica
311001110522,BOGOTÁ D.C.,CENTRO JOHANN KEPLER,47,Mayor,5,Mayor,0%,75%,25%,0%,46%,59%,65%,Lectura Crítica
311001110492,BOGOTÁ D.C.,INSTITUTO DANTE ALIGHIERI,53,Similar,17,Menor,0%,33%,33%,33%,46%,45%,46%,Lectura Crítica
311001000514,BOGOTÁ D.C.,NUEVO COL LUSADI,60,Similar,5,Mayor,0%,5%,90%,5%,32%,36%,39%,Lectura Crítica
311001039003,BOGOTÁ D.C.,COLEGIO CIUDAD MONTES,65,Menor,7,Similar,0%,4%,46%,50%,18%,30%,30%,Lectura Crítica
111001102164,BOGOTÁ D.C.,COLEGIO EL MINUTO DE  BUENOS AIRES (IED),52,Similar,8,Similar,0%,42%,51%,7%,41%,49%,53%,Lectura Crítica
111001041611,BOGOTÁ D.C.,COLEGIO DIANA TURBAY (IED),54,Similar,9,Similar,1%,34%,54%,10%,40%,46%,50%,Lectura Crítica
311001110573,BOGOTÁ D.C.,COLEGIO SUPERIOR DE PALERMO,44,Mayor,9,Similar,25%,42%,33%,0%,50%,65%,66%,Lectura Crítica
311001110638,BOGOTÁ D.C.,COLEGIO SUPERIOR PALERMO SANTA ISABEL,48,Mayor,4,Mayor,0%,75%,25%,0%,49%,54%,61%,Lectura Crítica
311001106011,BOGOTÁ D.C.,LICEO PEDAGÓGICO NUESTRA SEÑORA DE LA SABIDURIA,57,Similar,9,Similar,2%,25%,57%,16%,35%,43%,43%,Lectura Crítica
311001110271,BOGOTÁ D.C.,COLEGIO CENTRO DE ESTUDIOS PRO-PYMES,47,Mayor,10,Similar,12%,54%,30%,4%,51%,59%,58%,Lectura Crítica
311001109923,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS SEDE BOSA,47,Mayor,9,Similar,6%,64%,27%,3%,50%,58%,63%,Lectura Crítica
311001110409,BOGOTÁ D.C.,LICEO BET-EL,61,Similar,9,Similar,0%,25%,38%,38%,28%,36%,33%,Lectura Crítica
311001110611,BOGOTÁ D.C.,COLEGIO MONTEHELENA,59,Similar,4,Mayor,0%,11%,89%,0%,28%,45%,39%,Lectura Crítica
311001096732,BOGOTÁ D.C.,GIMNASIO CAMPUS PAMPURI,63,Similar,8,Similar,0%,0%,70%,30%,17%,29%,40%,Lectura Crítica
111001018309,BOGOTÁ D.C.,COLEGIO ATENAS (IED),54,Similar,9,Similar,4%,25%,63%,8%,38%,47%,50%,Lectura Crítica
311764004357,BOGOTÁ D.C.,LICEO RIOBAMBA                                                                                      ,56,Similar,9,Similar,0%,24%,59%,18%,40%,43%,44%,Lectura Crítica
311001046077,BOGOTÁ D.C.,COLEGIO INTERNACIONAL CAMINO A LA CIMA,71,Menor,8,Similar,0%,0%,5%,95%,13%,19%,17%,Lectura Crítica
111001065234,BOGOTÁ D.C.,COLEGIO USMINIA  (IED),52,Similar,10,Similar,2%,37%,56%,5%,39%,50%,52%,Lectura Crítica
311001041423,BOGOTÁ D.C.,COLEGIO BILINGÜE CEDAM,66,Menor,5,Mayor,0%,0%,47%,53%,17%,24%,30%,Lectura Crítica
31176900103,BOGOTÁ D.C.,COLEGIO ASOSIERVAS,58,Similar,9,Similar,0%,17%,67%,17%,34%,40%,43%,Lectura Crítica
31100111014,BOGOTÁ D.C.,LICEO BIRMINGHAM,59,Similar,10,Similar,0%,29%,35%,35%,30%,38%,45%,Lectura Crítica
311001097674,BOGOTÁ D.C.,LICEO OCTAVIO PAZ,60,Similar,8,Similar,0%,14%,54%,32%,26%,35%,36%,Lectura Crítica
31100111059,BOGOTÁ D.C.,COLEGIO SUPERIOR SAN CRISTOBAL,48,Mayor,5,Mayor,0%,71%,29%,0%,46%,59%,63%,Lectura Crítica
111001086754,BOGOTÁ D.C.,COLEGIO LA CONCEPCION (CED),54,Similar,8,Similar,0%,34%,63%,3%,37%,48%,51%,Lectura Crítica
311001106169,BOGOTÁ D.C.,GIMNASIO LA ALEGRIA DE VIVIR,64,Similar,9,Similar,0%,0%,67%,33%,36%,23%,31%,Lectura Crítica
311001101116,BOGOTÁ D.C.,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,67,Menor,8,Similar,0%,0%,50%,50%,26%,24%,24%,Lectura Crítica
31100109442,BOGOTÁ D.C.,GIMNASIO CRISTIANO LUZ Y VIDA,59,Similar,12,Similar,0%,29%,35%,35%,30%,41%,35%,Lectura Crítica
311001029342,BOGOTÁ D.C.,COLEGIO SAN ALEJO,60,Similar,8,Similar,0%,6%,72%,21%,23%,34%,40%,Lectura Crítica
311001095001,BOGOTÁ D.C.,COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI,64,Similar,8,Similar,0%,10%,40%,50%,22%,26%,38%,Lectura Crítica
111001028266,BOGOTÁ D.C.,COLEGIO CIUDAD DE MONTREAL (IED),52,Similar,10,Similar,7%,43%,43%,7%,39%,53%,55%,Lectura Crítica
111001029114,BOGOTÁ D.C.,COLEGIO JACKELINE (IED),55,Similar,9,Similar,0%,34%,54%,12%,32%,47%,49%,Lectura Crítica
311001092435,BOGOTÁ D.C.,CENTRO EDUCATIVO LIBERTAD,61,Similar,8,Similar,0%,11%,58%,31%,29%,36%,34%,Lectura Crítica
311001090751,BOGOTÁ D.C.,INSTITUTO PSICOPEDAGOGICO ROSAL DE SUBA,46,Mayor,4,Mayor,0%,75%,25%,0%,57%,67%,60%,Lectura Crítica
311001098531,BOGOTÁ D.C.,COLEGIO DIDASCALIO NUESTRA SEÑORA DE LA ESPERANZA,58,Similar,10,Similar,0%,18%,55%,27%,32%,43%,45%,Lectura Crítica
311001102716,BOGOTÁ D.C.,LICEO EMMANUELE MARLUI,55,Similar,8,Similar,0%,32%,59%,9%,36%,48%,46%,Lectura Crítica
311001109184,BOGOTÁ D.C.,LICEO MODERNO LEEUWENHOEK,52,Similar,7,Similar,0%,48%,48%,4%,41%,53%,57%,Lectura Crítica
311001108749,BOGOTÁ D.C.,COLEGIO MAYOR DE ENGATIVA,56,Similar,9,Similar,0%,23%,64%,14%,35%,46%,46%,Lectura Crítica
31100111028,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LA FELICIDAD,62,Similar,6,Mayor,0%,0%,63%,38%,29%,25%,40%,Lectura Crítica
311001099626,BOGOTÁ D.C.,GIMNASIO MODERNO CASTILLA,62,Similar,7,Similar,0%,5%,58%,37%,23%,32%,36%,Lectura Crítica
311001051852,BOGOTÁ D.C.,LIC PSICOPEDAG SAN PABLO,55,Similar,9,Similar,3%,31%,56%,9%,34%,45%,47%,Lectura Crítica
311001110395,BOGOTÁ D.C.,COLEGIO SAN ANSELMO,57,Similar,8,Similar,0%,17%,71%,11%,32%,43%,44%,Lectura Crítica
311001110662,BOGOTÁ D.C.,LICEO CENTRAL AMERICAS,49,Mayor,9,Similar,7%,41%,48%,4%,42%,58%,56%,Lectura Crítica
311001800022,BOGOTÁ D.C.,COLEGIO DE FORMACION DE CIUDADANOS - COGLOBAL,62,Similar,8,Similar,0%,10%,50%,40%,23%,35%,35%,Lectura Crítica
311001110565,BOGOTÁ D.C.,COLEGIO MARIO LUIS RODRIGUEZ COBOS,42,Mayor,7,Similar,33%,67%,0%,0%,52%,76%,63%,Lectura Crítica
311001110697,BOGOTÁ D.C.,COLEGIO RENE DESCARTES,50,Similar,8,Similar,0%,43%,57%,0%,41%,54%,54%,Lectura Crítica
311001800081,BOGOTÁ D.C.,QUALIA ALTERNATIVA EDUCATIVA,71,Menor,0,Mayor,0%,0%,0%,100%,22%,7%,25%,Lectura Crítica
31100111062,BOGOTÁ D.C.,INSTITUTO CAMARGO LEON,57,Similar,11,Similar,0%,38%,38%,25%,36%,46%,39%,Lectura Crítica
311001800103,BOGOTÁ D.C.,COLEGIO SUPERIOR PALERMO,49,Mayor,16,Menor,25%,25%,50%,0%,47%,53%,54%,Lectura Crítica
311001800316,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,50,Similar,16,Menor,0%,50%,50%,0%,53%,46%,45%,Lectura Crítica
311001800235,BOGOTÁ D.C.,COLEGIO LEONARDO DA VINCI,51,Similar,6,Mayor,0%,42%,58%,0%,44%,53%,57%,Lectura Crítica
111001800091,BOGOTÁ D.C.,COLEGIO LA FELICIDAD (IED),61,Similar,8,Similar,0%,11%,53%,36%,24%,33%,36%,Lectura Crítica
111001800163,BOGOTÁ D.C.,COLEGIO FILARMONICO JORGE MARIO BERGOGLIO (IED),57,Similar,8,Similar,3%,21%,68%,8%,28%,42%,44%,Lectura Crítica
111001800384,BOGOTÁ D.C.,COLEGIO JORGE ISAACS (IED),56,Similar,9,Similar,0%,26%,62%,12%,38%,42%,44%,Lectura Crítica
311001800243,BOGOTÁ D.C.,COLEGIO PALERMO,50,Similar,8,Similar,0%,43%,57%,0%,44%,53%,57%,Lectura Crítica
111001800431,BOGOTÁ D.C.,COLEGIO LAS MARGARITAS (IED),61,Similar,9,Similar,0%,13%,61%,26%,28%,32%,41%,Lectura Crítica
311001800341,BOGOTÁ D.C.,GIMNASIO PSICOPEDAGOGICO INTEGRAL GIMSIPEI,58,Similar,11,Similar,0%,27%,45%,27%,37%,36%,39%,Lectura Crítica
311001800448,BOGOTÁ D.C.,INNOVAR EDUCACION PARA JOVENES Y ADULTOS,48,Mayor,8,Similar,0%,67%,33%,0%,43%,68%,64%,Lectura Crítica
311001800146,BOGOTÁ D.C.,COLEGIO HUMANISTA ALEXANDRE PETION,49,Mayor,11,Similar,13%,50%,38%,0%,46%,61%,48%,Lectura Crítica
311001800405,BOGOTÁ D.C.,INSTITUCION EDUCATIVA FRAY LUIS DE LEON,46,Mayor,6,Mayor,0%,75%,25%,0%,58%,57%,64%,Lectura Crítica
311001800588,BOGOTÁ D.C.,COLEGIO HAPE  HABILIDADES DEL PENSAMIENTO ,58,Similar,9,Similar,0%,23%,38%,38%,27%,45%,42%,Lectura Crítica
311001800294,BOGOTÁ D.C.,COLEGIO KUEPA RESTREPO,54,Similar,10,Similar,7%,28%,57%,9%,38%,49%,47%,Lectura Crítica
111001800392,BOGOTÁ D.C.,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED),55,Similar,10,Similar,0%,30%,60%,10%,36%,47%,48%,Lectura Crítica
311001800375,BOGOTÁ D.C.,COLEGIO AUSTRALIANO CAMPESTRE,64,Similar,9,Similar,0%,8%,42%,50%,24%,33%,29%,Lectura Crítica
111001800457,BOGOTÁ D.C.,COLEGIO BICENTENARIO DE LA INDEPENDENCIA (IED),52,Similar,10,Similar,3%,44%,45%,8%,41%,51%,54%,Lectura Crítica
111001800422,BOGOTÁ D.C.,COLEGIO ROGELIO SALMONA (IED),56,Similar,8,Similar,1%,22%,65%,13%,33%,44%,45%,Lectura Crítica
111001800554,BOGOTÁ D.C.,COLEGIO CIUDAD DE TECHO I (IED),59,Similar,8,Similar,0%,16%,63%,22%,30%,38%,41%,Lectura Crítica
111001800414,BOGOTÁ D.C.,COLEGIO EL ENSUEÑO (IED),55,Similar,9,Similar,1%,25%,58%,15%,34%,46%,45%,Lectura Crítica
31100180012,BOGOTÁ D.C.,GIMNASIO NUESTRA SEÑORA DE LA ESPERANZA,66,Menor,3,Mayor,0%,0%,33%,67%,12%,26%,26%,Lectura Crítica
311001800308,BOGOTÁ D.C.,COLEGIO KUEPA CALLE 72,54,Similar,10,Similar,2%,30%,56%,12%,40%,46%,48%,Lectura Crítica
311001800618,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,55,Similar,14,Menor,0%,25%,50%,25%,43%,50%,36%,Lectura Crítica
311001800651,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,44,Mayor,0,Mayor,0%,100%,0%,0%,25%,67%,75%,Lectura Crítica
311001800537,BOGOTÁ D.C.,COLEGIO INNOVAR,41,Mayor,0,Mayor,0%,100%,0%,0%,78%,64%,55%,Lectura Crítica
311001800596,BOGOTÁ D.C.,COLEGIO SAGRADO CORAZON DE JESUS BETHLEMITAS NORTE,67,Menor,8,Similar,0%,5%,34%,61%,19%,22%,28%,Lectura Crítica
311001800499,BOGOTÁ D.C.,COLEGIO ALFRED MARSHALL,50,Similar,8,Similar,2%,50%,44%,4%,44%,55%,56%,Lectura Crítica
311001800723,BOGOTÁ D.C.,COLEGIO CRISTIANO MONTE HEBRON,71,Menor,5,Mayor,0%,0%,11%,89%,9%,17%,20%,Lectura Crítica
311001800707,BOGOTÁ D.C.,CENTRO EDUCATIVO INTEGRAL LATINOAMERICANO - CEIL,48,Mayor,8,Similar,3%,61%,33%,2%,47%,58%,60%,Lectura Crítica
311001800685,BOGOTÁ D.C.,COLEGIO RENFORT,61,Similar,8,Similar,0%,7%,60%,33%,23%,39%,37%,Lectura Crítica
111001800635,BOGOTÁ D.C.,COLEGIO EL NOGAL (IED),55,Similar,9,Similar,0%,31%,57%,12%,37%,45%,49%,Lectura Crítica
111001800678,BOGOTÁ D.C.,COLEGIO PARQUES DE BOGOTA (IED),57,Similar,8,Similar,0%,25%,68%,8%,32%,44%,43%,Lectura Crítica
111001800694,BOGOTÁ D.C.,COLEGIO LAUREL DE CERA (IED),56,Similar,8,Similar,1%,25%,63%,10%,34%,46%,46%,Lectura Crítica
11100180066,BOGOTÁ D.C.,COLEGIO CIUDAD CHENGDU (IED),51,Similar,9,Similar,4%,46%,42%,8%,47%,50%,53%,Lectura Crítica
111001800571,BOGOTÁ D.C.,COLEGIO SIERRA MORENA CURVA (IED),58,Similar,9,Similar,0%,25%,49%,26%,33%,41%,40%,Lectura Crítica
311001800731,BOGOTÁ D.C.,BACHILLERATO INNOVAR KENNEDY,49,Mayor,1,Mayor,0%,75%,25%,0%,43%,59%,63%,Lectura Crítica
111001800562,BOGOTÁ D.C.,COLEGIO JOSE EUSTASIO RIVERA (IED),55,Similar,6,Mayor,0%,22%,70%,7%,29%,49%,46%,Lectura Crítica
111001800643,BOGOTÁ D.C.,COLEGIO DE LA BICI (IED),58,Similar,9,Similar,0%,21%,55%,24%,31%,39%,44%,Lectura Crítica
31100180074,BOGOTÁ D.C.,LICEO BILINGUE ROMULO GALLEGOS,59,Similar,9,Similar,0%,24%,48%,27%,32%,41%,36%,Lectura Crítica
111001800813,BOGOTÁ D.C.,COLEGIO COMPARTIR SUBA (IED),58,Similar,8,Similar,1%,16%,68%,15%,28%,42%,42%,Lectura Crítica
311001800821,BOGOTÁ D.C.,COLEGIO MONTEHELENA BILINGÜE,69,Menor,7,Similar,0%,0%,40%,60%,10%,24%,25%,Lectura Crítica
311001800863,BOGOTÁ D.C.,COLEGIO MONTEHELENA CICLOS,57,Similar,12,Similar,11%,11%,56%,22%,38%,46%,45%,Lectura Crítica
31100180088,BOGOTÁ D.C.,COLEGIO INCADE KENNEDY,33,Mayor,0,Mayor,100%,0%,0%,0%,90%,83%,67%,Lectura Crítica
11100180108,BOGOTÁ D.C.,COLEGIO ESMERALDA ARBOLEDA CADAVID (IED),52,Similar,9,Similar,1%,40%,49%,9%,43%,50%,53%,Lectura Crítica
311001801127,BOGOTÁ D.C.,COLEGIO PEDAGOGICO NEOGRANADINO,55,Similar,9,Similar,0%,33%,67%,0%,52%,37%,47%,Lectura Crítica
1,BOGOTÁ D.C.,NORMAL SUPERIOR MARIA AUXILIADORA,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Lectura Crítica
113001002057,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA SOLEDAD ROMAN DE NU?EZ,58,Similar,10,Similar,1%,22%,52%,25%,29%,40%,44%,Lectura Crítica
313001006639,CARTAGENA DE INDIAS,INST. SOLEDAD VIVES DE JOLI (ANTES J. I LOS CAPULLITOS),56,Similar,8,Similar,2%,26%,60%,12%,35%,41%,48%,Lectura Crítica
113001002626,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA OLGA GONZALEZ ARRAUT,48,Similar,10,Similar,9%,55%,30%,6%,50%,56%,58%,Lectura Crítica
313001008526,CARTAGENA DE INDIAS,INST. SAN ISIDRO LABRADOR,51,Similar,10,Similar,7%,46%,38%,10%,44%,52%,53%,Lectura Crítica
113001004289,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA SAN LUCAS,52,Similar,9,Similar,5%,40%,48%,7%,41%,52%,56%,Lectura Crítica
113001001816,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA JOSE DE LA VEGA,47,Similar,9,Similar,10%,60%,27%,3%,52%,58%,62%,Lectura Crítica
313001007244,CARTAGENA DE INDIAS,INST. JUAN JACOBO ROUSSEAU NO.2,54,Similar,8,Similar,0%,30%,60%,10%,38%,46%,56%,Lectura Crítica
313001006485,CARTAGENA DE INDIAS,CORPORACION EDUCATIVA COLEGIO ALTER ALTERIS,72,Menor,8,Similar,0%,0%,14%,86%,11%,17%,16%,Lectura Crítica
313001009328,CARTAGENA DE INDIAS,GIMN. MODERNO DE CARTAGENA,62,Menor,9,Similar,0%,16%,44%,41%,22%,32%,38%,Lectura Crítica
313001028868,CARTAGENA DE INDIAS,COL. BILINGUE DE CARTAGENA,66,Menor,6,Mayor,0%,0%,44%,56%,19%,28%,27%,Lectura Crítica
313001006281,CARTAGENA DE INDIAS,CORP. COL. AMOR A BOLIVAR,52,Similar,9,Similar,0%,35%,60%,5%,45%,48%,50%,Lectura Crítica
