codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
105172001463,CHIGORODÓ,INSTITUCIÓN EDUCATIVA MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,44,Similar,10,Similar,36%,50%,14%,0%,48%,63%,62%,70%,66%,67%,Sociales y Ciudadanas
105172000629,CHIGORODÓ,I. E. JUAN EVANGELISTA BERRIO,40,Mayor,8,Mayor,58%,37%,5%,0%,56%,64%,67%,71%,67%,63%,Sociales y Ciudadanas
105172000238,CHIGORODÓ,I.E. GONZALO MEJIA,52,Similar,10,Similar,13%,50%,33%,4%,33%,48%,56%,57%,56%,46%,Sociales y Ciudadanas
105172000572,CHIGORODÓ,I. E. CHIGORODO,48,Similar,12,Similar,22%,56%,19%,3%,37%,58%,64%,45%,59%,54%,Sociales y Ciudadanas
105172000076,CHIGORODÓ,INSTITUCION EDUCATIVA LOS ANDES,47,Similar,11,Similar,34%,45%,18%,3%,43%,63%,58%,55%,61%,64%,Sociales y Ciudadanas
305172001403,CHIGORODÓ,COLEGIO DIOCESANO LAURA MONTOYA,54,Similar,10,Similar,6%,58%,35%,0%,20%,46%,53%,63%,55%,58%,Sociales y Ciudadanas
10517200022,CHIGORODÓ,INSTITUCION EDUCATIVA MARIA AUXILIADORA,43,Similar,9,Similar,39%,50%,11%,0%,50%,64%,64%,69%,61%,69%,Sociales y Ciudadanas
205172000062,CHIGORODÓ,I. E. AGRICOLA DE URABA,44,Similar,10,Similar,42%,42%,14%,1%,47%,64%,60%,71%,65%,67%,Sociales y Ciudadanas
205147000309,CHIGORODÓ,INSTITUCIÓN EDUCATIVA RURAL INDIGENISTA POLINES,31,Mayor,4,Mayor,100%,0%,0%,0%,88%,88%,80%,N.D.,81%,92%,Sociales y Ciudadanas
205172000101,CHIGORODÓ,I. E. R. BARRANQUILLITA,40,Mayor,6,Mayor,48%,52%,0%,0%,50%,78%,72%,67%,75%,65%,Sociales y Ciudadanas
205172000267,CHIGORODÓ,I. E. R. NEL UPEGUI,42,Similar,8,Mayor,39%,56%,6%,0%,59%,69%,69%,64%,66%,71%,Sociales y Ciudadanas
205172001484,CHIGORODÓ,I. E. R. CELESTINO DIAZ,43,Similar,8,Mayor,36%,58%,6%,0%,49%,70%,63%,52%,64%,68%,Sociales y Ciudadanas
105190000181,CISNEROS,I. E. CISNEROS,47,Similar,10,Similar,29%,50%,19%,3%,42%,61%,60%,49%,58%,49%,Sociales y Ciudadanas
205197000059,COCORNÁ,I. E. EVA TULIA QUINTERO DE TORO,45,Similar,10,Similar,42%,40%,18%,0%,45%,60%,63%,59%,58%,63%,Sociales y Ciudadanas
10519700016,COCORNÁ,I. E. COCORNA,51,Similar,11,Similar,22%,45%,32%,1%,40%,59%,59%,59%,51%,52%,Sociales y Ciudadanas
105206000186,CONCEPCIÓN,I. E.  PRESBITERO LIBARDO AGUIRRE,49,Similar,11,Similar,24%,52%,19%,5%,41%,54%,61%,83%,64%,50%,Sociales y Ciudadanas
105209000021,CONCORDIA,INSTITUCION EDUCATIVA DE JESUS,45,Similar,10,Similar,33%,50%,15%,2%,47%,60%,61%,72%,60%,57%,Sociales y Ciudadanas
205209000122,CONCORDIA,C. E. R. MORELIA,39,Mayor,8,Mayor,56%,44%,0%,0%,56%,69%,75%,63%,71%,68%,Sociales y Ciudadanas
305212000057,COPACABANA,COLEGIO COOPERATIVO JUAN DEL CORRAL,53,Similar,9,Similar,10%,43%,47%,0%,44%,53%,49%,65%,50%,48%,Sociales y Ciudadanas
105212000538,COPACABANA,I. E. GABRIELA MISTRAL,43,Similar,12,Similar,43%,46%,7%,4%,50%,59%,59%,79%,61%,64%,Sociales y Ciudadanas
205212000222,COPACABANA,I. E. R. GRANIZADA,46,Similar,9,Similar,30%,53%,17%,0%,50%,58%,58%,67%,50%,64%,Sociales y Ciudadanas
10521200083,COPACABANA,I. E.  LA TRINIDAD,54,Similar,9,Similar,10%,47%,41%,1%,29%,48%,53%,82%,52%,51%,Sociales y Ciudadanas
105212000511,COPACABANA,INSTITUCIÓN EDUCATIVA PRESBITERO BERNARDO MONTOYA,51,Similar,11,Similar,20%,47%,31%,3%,35%,52%,57%,66%,59%,50%,Sociales y Ciudadanas
305212000031,COPACABANA,COLEGIO LA ASUNCION,57,Menor,11,Similar,9%,33%,50%,9%,29%,42%,52%,48%,39%,38%,Sociales y Ciudadanas
105212000082,COPACABANA,I. E. SAN LUIS GONZAGA,50,Similar,10,Similar,19%,50%,30%,1%,35%,57%,55%,63%,57%,66%,Sociales y Ciudadanas
105212000163,COPACABANA,INSTITUCION EDUCATIVA JOSE MIGUEL DE RESTREPO Y PUERTA,51,Similar,10,Similar,16%,53%,29%,2%,34%,54%,55%,62%,56%,54%,Sociales y Ciudadanas
105212000112,COPACABANA,I. E. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,60,Menor,8,Mayor,1%,22%,67%,10%,23%,31%,42%,52%,39%,35%,Sociales y Ciudadanas
305212000871,COPACABANA,COLEGIO SANTA LEONI AVIAT,61,Menor,8,Mayor,0%,22%,67%,11%,24%,42%,38%,47%,32%,36%,Sociales y Ciudadanas
205212000061,COPACABANA,INSTITUCION EDUCATIVA RURAL GRANJAS INFANTILES,48,Similar,11,Similar,26%,46%,26%,3%,34%,58%,61%,65%,61%,48%,Sociales y Ciudadanas
105212000368,COPACABANA,I. E. VILLANUEVA,46,Similar,13,Similar,41%,34%,24%,0%,49%,56%,61%,58%,63%,69%,Sociales y Ciudadanas
405212001031,COPACABANA,COLEGIO SAN RAFAEL,51,Similar,13,Similar,23%,34%,34%,9%,42%,52%,49%,43%,55%,44%,Sociales y Ciudadanas
205234001672,DABEIBA,I. E. R. INDIGENISTA LLANO GORDO,34,Mayor,3,Mayor,91%,9%,0%,0%,57%,85%,75%,100%,63%,70%,Sociales y Ciudadanas
205234000366,DABEIBA,I. E. R. URAMA,45,Similar,9,Similar,38%,50%,13%,0%,64%,64%,59%,33%,59%,63%,Sociales y Ciudadanas
105234000086,DABEIBA,I. E. MADRE LAURA MONTOYA,44,Similar,11,Similar,39%,46%,15%,0%,51%,70%,62%,68%,66%,65%,Sociales y Ciudadanas
105234000531,DABEIBA,I. E.  JUAN HENRIQUE WHITE,46,Similar,10,Similar,33%,51%,17%,0%,47%,65%,61%,72%,53%,66%,Sociales y Ciudadanas
20523400051,DABEIBA,I. E. R. SAN RAFAEL,39,Mayor,7,Mayor,57%,43%,0%,0%,60%,70%,70%,60%,70%,81%,Sociales y Ciudadanas
205237000081,DONMATÍAS,I. E. R. BENILDA VALENCIA,42,Similar,8,Mayor,50%,38%,13%,0%,44%,68%,64%,75%,58%,80%,Sociales y Ciudadanas
205237000031,DONMATÍAS,I. E.R.PBRO ANTONIO JOSE CADAVID,46,Similar,7,Mayor,17%,67%,17%,0%,40%,56%,60%,67%,80%,33%,Sociales y Ciudadanas
305237000256,DONMATÍAS,COLEGIO REINALDO ARROYAVE LOPERA,51,Similar,10,Similar,14%,50%,36%,0%,32%,54%,53%,45%,42%,50%,Sociales y Ciudadanas
10523700015,DONMATÍAS,INSTITUCION EDUCATIVA DONMATIAS,51,Similar,10,Similar,19%,44%,33%,3%,34%,52%,51%,60%,55%,54%,Sociales y Ciudadanas
205240000106,EBÉJICO,I. E. R. BOYACA,49,Similar,10,Similar,29%,43%,29%,0%,44%,58%,51%,67%,49%,61%,Sociales y Ciudadanas
105240000136,EBÉJICO,INSTITUCION EDUCATIVA URBANA SAN JOSE,47,Similar,11,Similar,36%,36%,26%,2%,45%,55%,60%,74%,61%,61%,Sociales y Ciudadanas
205240000351,EBÉJICO,INSTITUCION EDUCATIVA RURAL PRESBITERO GABRIEL YEPES YEPES,46,Similar,9,Similar,34%,47%,19%,0%,47%,57%,62%,65%,61%,73%,Sociales y Ciudadanas
205250001739,EL BAGRE,I. E. R. PUERTO LOPEZ,38,Mayor,9,Similar,72%,24%,3%,1%,56%,68%,69%,74%,70%,64%,Sociales y Ciudadanas
105250000932,EL BAGRE,I. E. LA ESMERALDA,43,Similar,10,Similar,46%,42%,12%,0%,51%,69%,62%,56%,65%,70%,Sociales y Ciudadanas
205250000023,EL BAGRE,I. E. R. PUERTO CLAVER,41,Mayor,9,Similar,50%,42%,8%,0%,50%,72%,65%,67%,60%,56%,Sociales y Ciudadanas
105250000169,EL BAGRE,I. E. EL BAGRE,44,Similar,10,Similar,44%,44%,11%,1%,47%,63%,62%,62%,63%,69%,Sociales y Ciudadanas
105250000185,EL BAGRE,I. E. BIJAO,45,Similar,11,Similar,40%,44%,13%,2%,49%,62%,62%,66%,59%,62%,Sociales y Ciudadanas
105250000975,EL BAGRE,I. E. 20 DE JULIO,48,Similar,10,Similar,21%,55%,22%,1%,42%,55%,60%,57%,59%,57%,Sociales y Ciudadanas
105250000339,EL BAGRE,I. E. LAS DELICIAS,39,Mayor,9,Similar,66%,27%,7%,0%,54%,73%,62%,53%,69%,70%,Sociales y Ciudadanas
205250000104,EL BAGRE,I. E. R. LA ARENOSA,36,Mayor,6,Mayor,71%,29%,0%,0%,77%,72%,68%,72%,72%,71%,Sociales y Ciudadanas
205250000139,EL BAGRE,I. E. R. VILLA CHICA,37,Mayor,9,Similar,71%,24%,5%,0%,60%,72%,72%,76%,67%,78%,Sociales y Ciudadanas
20525080002,EL BAGRE,I.E.R INDIGENA MANESKA,35,Mayor,6,Mayor,83%,17%,0%,0%,63%,72%,73%,71%,74%,84%,Sociales y Ciudadanas
305264000225,ENTRERRÍOS,COLEGIO SANTA INES,58,Menor,11,Similar,10%,27%,50%,13%,30%,40%,47%,42%,33%,41%,Sociales y Ciudadanas
105264000013,ENTRERRÍOS,I. E. ENTRERRIOS,49,Similar,12,Similar,29%,38%,27%,5%,39%,52%,56%,70%,59%,57%,Sociales y Ciudadanas
305264800001,ENTRERRÍOS,COLEGIO MONSEÑOR ERNESTO GOMEZ ECHEVERRI,55,Similar,10,Similar,0%,60%,20%,20%,25%,33%,41%,100%,53%,100%,Sociales y Ciudadanas
105282000403,FREDONIA,I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ,46,Similar,10,Similar,28%,55%,17%,0%,45%,65%,59%,68%,69%,54%,Sociales y Ciudadanas
205282000602,FREDONIA,I. E. LLANO GRANDE,51,Similar,12,Similar,20%,44%,32%,4%,36%,40%,56%,87%,55%,64%,Sociales y Ciudadanas
10528200039,FREDONIA,I. E. EFE GOMEZ,50,Similar,10,Similar,12%,60%,26%,2%,37%,56%,56%,60%,52%,53%,Sociales y Ciudadanas
205282000165,FREDONIA,I. E. R. PALOMOS,39,Mayor,5,Mayor,56%,44%,0%,0%,63%,79%,71%,75%,68%,86%,Sociales y Ciudadanas
205282000513,FREDONIA,I. E. DE MINAS,46,Similar,9,Similar,24%,59%,17%,0%,35%,65%,59%,33%,54%,59%,Sociales y Ciudadanas
205282000483,FREDONIA,I. E. R. JOSE MARIA OBANDO,47,Similar,9,Similar,27%,58%,15%,0%,40%,54%,61%,50%,55%,85%,Sociales y Ciudadanas
1052840008,FRONTINO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MIGUEL ANGEL ALVAREZ,51,Similar,10,Similar,16%,51%,28%,5%,40%,44%,61%,55%,45%,68%,Sociales y Ciudadanas
205284000464,FRONTINO,I. E. R. GABRIELA WHITE DE VELEZ,43,Similar,11,Similar,41%,44%,16%,0%,52%,65%,59%,83%,61%,61%,Sociales y Ciudadanas
105284000214,FRONTINO,I. E.  MANUEL ANTONIO TORO,59,Menor,12,Similar,0%,56%,33%,11%,20%,30%,50%,73%,43%,32%,Sociales y Ciudadanas
205284000162,FRONTINO,I. E. R. LA BLANQUITA DEL MURRI,44,Similar,6,Mayor,40%,60%,0%,0%,53%,63%,77%,100%,76%,63%,Sociales y Ciudadanas
105284000788,FRONTINO,I. E. PEDRO ANTONIO ELEJALDE,48,Similar,11,Similar,27%,48%,22%,3%,41%,57%,58%,64%,55%,56%,Sociales y Ciudadanas
20528400012,FRONTINO,I. E. R. NOBOGACITA,40,Mayor,8,Mayor,56%,44%,0%,0%,57%,70%,70%,60%,73%,53%,Sociales y Ciudadanas
105284000575,FRONTINO,INSTITUCION EDUCATIVA LAS MERCEDES,45,Similar,10,Similar,42%,39%,19%,0%,44%,60%,65%,60%,62%,53%,Sociales y Ciudadanas
105306000175,GIRALDO,I. E. LUIS ANDRADE VALDERRAMA,48,Similar,10,Similar,31%,44%,25%,0%,29%,59%,56%,40%,44%,56%,Sociales y Ciudadanas
205306000099,GIRALDO,I.E.R. SANTA ROSA DE LIMA,48,Similar,10,Similar,22%,50%,28%,0%,38%,60%,62%,57%,56%,44%,Sociales y Ciudadanas
105308000253,GIRARDOTA,I. E.  EMILIANO GARCIA,51,Similar,10,Similar,17%,51%,29%,3%,35%,53%,55%,64%,53%,48%,Sociales y Ciudadanas
305308000791,GIRARDOTA,C.E.  NEOSISTEMAS,66,Menor,8,Mayor,0%,8%,67%,25%,18%,23%,32%,14%,19%,23%,Sociales y Ciudadanas
305308000601,GIRARDOTA,COLEGIO JUAN BERNARDONE,53,Similar,10,Similar,6%,62%,26%,6%,29%,52%,50%,53%,55%,51%,Sociales y Ciudadanas
30530800052,GIRARDOTA,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION,60,Menor,9,Similar,0%,26%,63%,11%,21%,29%,40%,50%,37%,13%,Sociales y Ciudadanas
105308000083,GIRARDOTA,INSTITUCION EDUCATIVA COLOMBIA,50,Similar,10,Similar,18%,53%,26%,3%,36%,55%,58%,54%,57%,53%,Sociales y Ciudadanas
205308000312,GIRARDOTA,I.E.R. NUESTRA SEÑORA DEL CARMEN,44,Similar,9,Similar,35%,56%,9%,0%,46%,69%,64%,69%,70%,61%,Sociales y Ciudadanas
205308000452,GIRARDOTA,INSTITUCION EDUCATIVA RURAL SAN ANDRES,49,Similar,10,Similar,22%,53%,25%,0%,34%,50%,59%,50%,52%,59%,Sociales y Ciudadanas
105308000059,GIRARDOTA,COLEGIO NUESTRA SEÑORA DEL ROSARIO,57,Menor,9,Similar,4%,44%,48%,4%,28%,42%,46%,29%,47%,52%,Sociales y Ciudadanas
105308000041,GIRARDOTA,I. E. MANUEL JOSE SIERRA,52,Similar,11,Similar,16%,45%,34%,5%,36%,52%,58%,55%,58%,41%,Sociales y Ciudadanas
105308000482,GIRARDOTA,I. E. ATANASIO GIRARDOT,51,Similar,10,Similar,20%,44%,33%,3%,37%,53%,55%,58%,50%,58%,Sociales y Ciudadanas
205310000354,GÓMEZ PLATA,INSTITUCION EDUCATIVA RURAL EL SALTO,47,Similar,8,Mayor,19%,61%,19%,0%,50%,61%,54%,55%,58%,59%,Sociales y Ciudadanas
105310000031,GÓMEZ PLATA,I. E. GOMEZ PLATA,51,Similar,11,Similar,17%,51%,30%,2%,39%,53%,59%,64%,55%,59%,Sociales y Ciudadanas
105313000016,GRANADA,I. E. JORGE ALBERTO GOMEZ GOMEZ,47,Similar,11,Similar,35%,43%,18%,4%,44%,60%,62%,68%,59%,60%,Sociales y Ciudadanas
105315000021,GUADALUPE,I. E.  LUIS LOPEZ DE MESA,50,Similar,12,Similar,24%,41%,32%,2%,38%,52%,61%,65%,60%,62%,Sociales y Ciudadanas
205318000167,GUARNE,I. E. ROMERAL,50,Similar,11,Similar,29%,33%,38%,0%,34%,59%,52%,46%,47%,67%,Sociales y Ciudadanas
205318000345,GUARNE,I.E.R. HOJAS ANCHAS,45,Similar,10,Similar,43%,43%,14%,0%,41%,61%,70%,67%,77%,78%,Sociales y Ciudadanas
205318000183,GUARNE,INSTITUCION EDUCATIVA RURAL PIEDRAS BLANCAS,50,Similar,11,Similar,20%,53%,27%,0%,36%,54%,52%,71%,63%,50%,Sociales y Ciudadanas
305318000714,GUARNE,COLEGIO WALDORF EL MAESTRO,55,Similar,13,Similar,15%,38%,38%,8%,28%,51%,52%,67%,57%,31%,Sociales y Ciudadanas
205318000451,GUARNE,I. E. R. CHAPARRAL,49,Similar,10,Similar,24%,49%,24%,2%,34%,58%,53%,67%,57%,54%,Sociales y Ciudadanas
205318000302,GUARNE,I.E.R. EZEQUIEL SIERRA,53,Similar,11,Similar,6%,56%,33%,6%,33%,53%,56%,86%,44%,40%,Sociales y Ciudadanas
105318000049,GUARNE,I. E. SANTO TOMAS DE AQUINO,54,Similar,11,Similar,16%,33%,47%,4%,27%,45%,48%,64%,46%,55%,Sociales y Ciudadanas
105318000278,GUARNE,INSTITUCION EDUCATIVA INMACULADA CONCEPCION,53,Similar,10,Similar,11%,51%,32%,6%,32%,48%,49%,69%,54%,49%,Sociales y Ciudadanas
305318000773,GUARNE,COLEGIO CRISTIANO CEFEG,55,Similar,10,Similar,0%,57%,43%,0%,23%,50%,43%,60%,47%,29%,Sociales y Ciudadanas
105321000025,GUATAPÉ,I. E. NUESTRA SENORA DEL PILAR,50,Similar,11,Similar,21%,45%,29%,4%,39%,54%,53%,49%,54%,52%,Sociales y Ciudadanas
205347000109,HELICONIA,I. E. R. HECTOR HIGINIO BEDOYA VARGAS,42,Similar,12,Similar,54%,31%,15%,0%,59%,69%,49%,71%,69%,67%,Sociales y Ciudadanas
205347000095,HELICONIA,INSTITUCION EDUCATIVA RURAL ALTO DEL CORRAL,48,Similar,11,Similar,27%,55%,18%,0%,53%,67%,55%,67%,52%,40%,Sociales y Ciudadanas
105347000015,HELICONIA,I. E. SAN RAFAEL,40,Mayor,9,Similar,59%,33%,7%,0%,54%,69%,64%,80%,73%,73%,Sociales y Ciudadanas
105353000051,HISPANIA,INSTITUCION EDUCATIVA AURA MARIA VALENCIA,52,Similar,10,Similar,13%,63%,22%,3%,27%,42%,60%,63%,62%,49%,Sociales y Ciudadanas
205361001029,ITUANGO,INSTITUCIÓN EDUCATIVA LUIS MARIA PRECIADO ECHAVARRIA,53,Similar,9,Similar,0%,33%,67%,0%,18%,57%,59%,100%,60%,75%,Sociales y Ciudadanas
20536100043,ITUANGO,I. E. R. LA PEREZ,39,Mayor,8,Mayor,65%,32%,3%,0%,57%,74%,68%,57%,69%,62%,Sociales y Ciudadanas
105361000443,ITUANGO,I. E. PEDRO NEL OSPINA,45,Similar,10,Similar,37%,46%,16%,1%,48%,65%,65%,67%,61%,59%,Sociales y Ciudadanas
205361000324,ITUANGO,I. E. R. JOSE FELIX DE RESTREPO,41,Mayor,10,Similar,48%,48%,4%,0%,52%,75%,65%,69%,67%,75%,Sociales y Ciudadanas
205361000197,ITUANGO,I. E. JESUS MARIA VALLE JARAMILLO,40,Mayor,6,Mayor,67%,33%,0%,0%,51%,77%,68%,88%,63%,77%,Sociales y Ciudadanas
205361002041,ITUANGO,C. E. R. BADILLO,38,Mayor,7,Mayor,68%,32%,0%,0%,63%,74%,70%,73%,67%,58%,Sociales y Ciudadanas
205364000171,JARDÍN,INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA,47,Similar,9,Similar,29%,57%,14%,0%,48%,66%,63%,65%,65%,57%,Sociales y Ciudadanas
105364000401,JARDÍN,I. E. SAN ANTONIO,52,Similar,11,Similar,14%,49%,31%,5%,35%,53%,52%,64%,50%,49%,Sociales y Ciudadanas
205364000163,JARDÍN,INSTITUCIÓN EDUCATIVA RURAL EMBERÁ KARMATARÚA,38,Mayor,8,Mayor,65%,35%,0%,0%,54%,71%,73%,N.D.,67%,67%,Sociales y Ciudadanas
205368000478,JERICÓ,I. E. R. SAN FRANCISCO DE ASIS,45,Similar,9,Similar,41%,50%,9%,0%,57%,66%,70%,64%,65%,73%,Sociales y Ciudadanas
105368000015,JERICÓ,INSTITUCION EDUCATIVA SAN JOSE,49,Similar,12,Similar,29%,45%,21%,5%,37%,55%,63%,58%,53%,45%,Sociales y Ciudadanas
105368000066,JERICÓ,I. E. ESCUELA NORMAL SUPERIOR DE JERICO,47,Similar,10,Similar,29%,52%,17%,2%,42%,59%,61%,73%,67%,61%,Sociales y Ciudadanas
305376000201,LA CEJA,COLEGIO MARIA AUXILIADORA,59,Menor,8,Mayor,0%,37%,53%,11%,17%,34%,44%,70%,35%,41%,Sociales y Ciudadanas
10537600044,LA CEJA,I. E. LA PAZ,54,Similar,11,Similar,12%,41%,41%,5%,33%,43%,50%,55%,52%,48%,Sociales y Ciudadanas
105376000105,LA CEJA,I. E. MARIA JOSEFA MARULANDA,57,Menor,9,Similar,5%,36%,56%,3%,27%,42%,46%,61%,48%,48%,Sociales y Ciudadanas
305376000198,LA CEJA,COLEGIO SALESIANO SANTO DOMINGO SAVIO,57,Menor,10,Similar,5%,37%,51%,7%,31%,34%,49%,59%,41%,42%,Sociales y Ciudadanas
105376000113,LA CEJA,I. E. MONSEÑOR ALFONSO URIBE JARAMILLO,52,Similar,10,Similar,15%,46%,37%,2%,38%,49%,54%,58%,55%,46%,Sociales y Ciudadanas
20537600007,LA CEJA,INSTITUCION EDUCATIVA FRANCISCO MARIA CARDONA,52,Similar,11,Similar,14%,42%,44%,0%,28%,53%,54%,50%,45%,44%,Sociales y Ciudadanas
105376000571,LA CEJA,I. E.   CONCEJO MUNICIPAL,55,Similar,10,Similar,7%,40%,51%,2%,30%,42%,52%,50%,46%,45%,Sociales y Ciudadanas
105376000211,LA CEJA,I. E. BERNARDO URIBE LONDOÑO,51,Similar,11,Similar,18%,44%,34%,4%,32%,52%,55%,60%,54%,54%,Sociales y Ciudadanas
30537680002,LA CEJA,INSTITUCION EDUCATIVA PARA VIVIR EN UN MUNDO MEJOR,41,Mayor,0,Mayor,0%,100%,0%,0%,75%,80%,60%,100%,50%,100%,Sociales y Ciudadanas
305376800038,LA CEJA,COLEGIO DE ADULTOS CULTURAL,41,Mayor,9,Similar,48%,42%,10%,0%,55%,65%,70%,73%,62%,68%,Sociales y Ciudadanas
205856000177,LA PINTADA,I. E. RAFAEL URIBE URIBE,50,Similar,8,Mayor,9%,55%,36%,0%,33%,62%,56%,38%,47%,69%,Sociales y Ciudadanas
205679000498,LA PINTADA,I. E. LA PINTADA,43,Similar,11,Similar,52%,33%,13%,2%,50%,70%,68%,53%,62%,60%,Sociales y Ciudadanas
105400000189,LA UNIÓN,I. E. PIO XI,52,Similar,10,Similar,15%,49%,35%,1%,31%,53%,55%,63%,52%,41%,Sociales y Ciudadanas
305400000404,LA UNIÓN,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,60,Menor,9,Similar,0%,30%,60%,10%,15%,36%,42%,57%,47%,15%,Sociales y Ciudadanas
205400000213,LA UNIÓN,INSTITUCION EDUCATIVA RURAL MARCO EMILIO LOPEZ GALLEGO,47,Similar,10,Similar,30%,39%,30%,0%,37%,64%,59%,60%,51%,46%,Sociales y Ciudadanas
10540000012,LA UNIÓN,INSTITUCION EDUCATIVA FELIX MARIA RESTREPO LONDOÑO,47,Similar,11,Similar,34%,44%,21%,1%,45%,62%,63%,64%,60%,54%,Sociales y Ciudadanas
205400000035,LA UNIÓN,I. E. R. SAN JUAN,45,Similar,9,Similar,31%,56%,13%,0%,50%,60%,58%,60%,68%,60%,Sociales y Ciudadanas
205411000401,LIBORINA,INSTITUCION EDUCATIVA SAN DIEGO,44,Similar,9,Similar,40%,52%,7%,0%,50%,66%,67%,61%,50%,63%,Sociales y Ciudadanas
105411000199,LIBORINA,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,46,Similar,10,Similar,30%,53%,14%,3%,45%,59%,61%,69%,58%,54%,Sociales y Ciudadanas
105425000019,MACEO,INSTITUCION EDUCATIVA FILIBERTO RESTREPO SIERRA,47,Similar,10,Similar,29%,50%,21%,0%,48%,59%,63%,65%,56%,53%,Sociales y Ciudadanas
205425000111,MACEO,INSTITUCION EDUCATIVA RURAL CRISTO REY,44,Similar,9,Similar,33%,50%,17%,0%,40%,64%,64%,86%,64%,64%,Sociales y Ciudadanas
205425000056,MACEO,INSTITUCION EDUCATIVA RURAL LA FLORESTA,46,Similar,10,Similar,36%,42%,21%,0%,51%,62%,57%,65%,77%,63%,Sociales y Ciudadanas
205440000267,MARINILLA,I. E. R. FRANCISCO MANZUETO GIRALDO,42,Similar,13,Similar,50%,20%,30%,0%,53%,76%,62%,75%,63%,65%,Sociales y Ciudadanas
105440000131,MARINILLA,I. E. SAN JOSE,51,Similar,10,Similar,18%,45%,36%,1%,41%,50%,56%,60%,52%,53%,Sociales y Ciudadanas
205440000305,MARINILLA,I E R ROSALIA HOYOS,50,Similar,9,Similar,16%,53%,31%,0%,34%,51%,59%,65%,54%,58%,Sociales y Ciudadanas
105440000408,MARINILLA,I. E. R. TECNICO DE MARINILLA,51,Similar,10,Similar,15%,45%,35%,5%,36%,55%,56%,55%,60%,47%,Sociales y Ciudadanas
405440000789,MARINILLA,COLEGIO SEMINARIO CORAZONISTA,67,Menor,10,Similar,0%,9%,48%,42%,13%,19%,27%,47%,20%,21%,Sociales y Ciudadanas
105440000386,MARINILLA,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,51,Similar,11,Similar,15%,48%,32%,5%,33%,49%,52%,67%,57%,46%,Sociales y Ciudadanas
105440000068,MARINILLA,I. E. ROMAN GOMEZ,50,Similar,11,Similar,20%,48%,31%,1%,40%,56%,55%,60%,57%,49%,Sociales y Ciudadanas
305440000994,MARINILLA,INSTITUTO REGIONAL COREDI,55,Similar,10,Similar,4%,46%,46%,4%,32%,47%,51%,64%,43%,44%,Sociales y Ciudadanas
105440000467,MARINILLA,I. E. TECNICO INDUSTRIAL SIMONA DUQUE,52,Similar,11,Similar,16%,41%,43%,0%,36%,49%,58%,63%,51%,50%,Sociales y Ciudadanas
305440000954,MARINILLA,COL. UNIVERSIDAD PONTIFICIA BOLIVARIANA,57,Menor,10,Similar,10%,28%,58%,5%,22%,39%,47%,43%,36%,30%,Sociales y Ciudadanas
205440000798,MARINILLA,I. E. R. MARIA DEL ROSARIO,40,Mayor,8,Mayor,59%,37%,5%,0%,52%,69%,70%,69%,68%,68%,Sociales y Ciudadanas
105467000019,MONTEBELLO,I. E. MARIANO J. VILLEGAS,49,Similar,10,Similar,21%,58%,18%,4%,35%,60%,62%,40%,56%,57%,Sociales y Ciudadanas
105475000125,MURINDÓ,I. E. MURINDO,38,Mayor,5,Mayor,78%,22%,0%,0%,67%,65%,64%,56%,61%,72%,Sociales y Ciudadanas
205480000341,MUTATÁ,INSTITUCION EDUCATIVA RURAL LA INMACULADA CAUCHERAS,48,Similar,11,Similar,35%,42%,19%,3%,30%,65%,60%,65%,57%,56%,Sociales y Ciudadanas
10548000001,MUTATÁ,I. E. MUTATA,50,Similar,8,Mayor,10%,69%,19%,2%,37%,57%,57%,67%,52%,54%,Sociales y Ciudadanas
205480000138,MUTATÁ,I.E.R PAVARANDÓ GRANDE,41,Mayor,7,Mayor,55%,45%,0%,0%,52%,72%,67%,75%,66%,73%,Sociales y Ciudadanas
205483000236,NARIÑO,INSTITUCIÓN EDUCATIVA RURAL PUERTO VENUS,48,Similar,9,Similar,15%,77%,0%,8%,42%,54%,66%,25%,48%,85%,Sociales y Ciudadanas
105483000347,NARIÑO,I. E. INMACULADA CONCEPCION,44,Similar,10,Similar,37%,48%,15%,0%,47%,67%,64%,71%,58%,62%,Sociales y Ciudadanas
20549000073,NECOCLÍ,I. E. R. SAN SEBASTIAN DE URABA,38,Mayor,7,Mayor,76%,21%,3%,0%,64%,68%,74%,90%,62%,72%,Sociales y Ciudadanas
105490000026,NECOCLÍ,I. E. ANTONIO ROLDAN BETANCUR,45,Similar,11,Similar,35%,45%,19%,1%,46%,64%,62%,62%,63%,68%,Sociales y Ciudadanas
